spread_rank,canonical_id,identifier_type,hyg_id,hip,hd,hr,gl,bf,proper_name,display_type,spectral_type,distance_pc,distance_ly,apparent_magnitude,absolute_magnitude,luminosity_lsol,color_index,constellation_abbr,constellation_name,ra_hours,dec_degrees,x_pc,y_pc,z_pc,nearest_selected_neighbor_pc,nearest_selected_neighbor_ly,source_catalog,source_url
473,HIP 9136,HIP,9117,9136,,,,,,Orange Star,K0,925.9259,3019.962878,8.78,-1.053,229.720631,0.995,Tri,Triangulum,1.962787,30.896775,691.92188,390.5433,475.456429,70.746072,230.742558,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
474,HIP 9138,HIP,9119,9138,12191,,,,,Orange Giant,K4III,934.5794,3048.186788,8.69,-1.163,254.214314,1.444,Hyi,Hydrus,1.963011,-59.348068,414.921386,234.227509,-804.000232,90.342634,294.657921,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
475,HIP 11875,HIP,11846,11875,15729,,,,,Orange Star,K2,510.2041,1664.061284,7.95,-0.589,149.830421,1.665,And,Andromeda,2.553617,47.74126,269.242522,212.667311,377.609988,51.894468,169.256922,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
476,HIP 9164,HIP,9145,9164,,,,,,Yellow-White Giant,F2III,680.2721,2218.74827,9.96,0.797,41.802283,0.449,And,Andromeda,1.966485,37.915,467.117199,264.252903,418.021597,50.650281,165.198931,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
477,HIP 9185,HIP,9166,9185,,,,,,Yellow Star,G5,952.381,3106.247774,8.77,-1.124,245.244909,0.993,Cet,Cetus,1.97086,-10.694533,814.006136,461.722803,-176.736057,109.793182,358.09705,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
478,HIP 11122,HIP,11095,11122,14990,,,,,Red Giant,M0III,613.4969,2000.956949,8.31,-0.629,155.453319,1.607,Hor,Horologium,2.385507,-54.531062,288.79267,208.15068,-499.650412,47.109102,153.649164,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
479,HIP 9232,HIP,9213,9232,,,,,,Red Star,M2,826.4463,2695.504194,8.44,-1.146,250.264933,1.634,Tri,Triangulum,1.978202,32.852987,603.225571,343.697728,448.334997,74.205627,242.026104,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
480,HIP 9225,HIP,9206,9225,,,,,,Red Star,M0,833.3333,2717.966558,8.31,-1.294,286.813771,1.761,Ari,Aries,1.976321,25.094067,655.896306,373.279745,353.421358,70.98533,231.522914,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
481,HIP 10578,HIP,10554,10578,14120,,,,,Yellow Giant,G8III,458.7156,1496.128452,9.32,1.012,34.292567,0.9,For,Fornax,2.269,-37.853141,300.149869,202.72061,-281.486078,69.437801,226.475556,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
482,HIP 9394,HIP,9375,9394,12307,,,,,White Star,A0,694.4444,2264.972077,9.42,0.212,71.647328,0.142,Cet,Cetus,2.012323,0.362909,600.271086,349.153692,4.398555,68.753686,224.244272,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
483,HIP 9424,HIP,9405,9424,12368,,,,,Yellow Star,G5,917.4312,2992.256905,8.87,-0.943,207.586927,1.148,Cet,Cetus,2.017866,-4.272065,790.162943,461.141989,-68.341766,73.676442,240.300135,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
484,HIP 9428,HIP,9409,9428,12407,,,,,Yellow Giant,G6III,909.0909,2965.054516,8.61,-1.183,258.940511,0.891,For,Fornax,2.018345,-27.60893,695.704903,406.13309,-421.303767,63.633043,207.542986,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
485,HIP 10013,HIP,9991,10013,,,,,,Red Star,M0,520.8333,1698.729058,8.53,-0.053,91.45343,1.706,Ari,Aries,2.149082,17.579377,419.976051,264.844086,157.305603,59.935735,195.483995,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
486,HIP 9470,HIP,9450,9470,12390,,,,,Orange Star,K0,757.5758,2470.878926,6.54,-2.857,1210.040761,1.15,Ari,Aries,2.030669,15.067086,630.568077,370.840794,196.93171,70.940371,231.376276,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
487,HIP 9472,HIP,9452,9472,12853,,,,,Red Giant,M5III,632.9114,2064.278506,6.8,-2.207,664.966857,1.63,Hyi,Hydrus,2.031201,-74.44573,146.280149,86.055679,-609.732219,44.722585,145.865394,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
488,HIP 9516,HIP,9496,9516,12496,,,,,Orange Star,K0,632.9114,2064.278506,8.8,-0.207,105.390145,1.117,Cet,Cetus,2.039813,-7.458154,540.180251,319.426031,-82.153197,96.290205,314.05628,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
489,HIP 9541,HIP,9521,9541,12425,,,,,Orange Main Sequence,K0V,854.7009,2787.658267,8.76,-0.899,199.342546,1.008,And,Andromeda,2.043928,38.543966,575.044941,340.879369,532.576943,45.04003,146.900759,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
490,HIP 9611,HIP,9589,9611,,,,,,Red Star,M0,540.5405,1763.005273,9.47,0.806,41.457203,1.556,Psc,Pisces,2.059183,4.85687,462.212529,276.494293,45.765886,71.257099,232.409305,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
491,HIP 9596,HIP,9575,9596,12608,,,,,Yellow Star,G5,729.927,2380.700706,7.6,-1.716,423.058086,0.996,Cet,Cetus,2.057192,-4.329731,624.811838,373.318692,-55.106685,46.768677,152.538845,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
492,HIP 9612,HIP,9591,9612,12607,,,,,Yellow Star,G5,617.284,2013.308803,8.1,-0.852,190.897394,1.02,Cet,Cetus,2.059301,1.610195,529.518537,316.778777,17.34538,32.997641,107.623787,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
493,HIP 9619,HIP,9598,9619,,,,,,Orange Star,K7,552.4862,1801.96689,8.68,-0.032,89.701561,1.457,Ari,Aries,2.060483,22.872849,436.759774,261.47034,214.744412,59.935735,195.483995,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
494,HIP 9658,HIP,9636,9658,12691,,,,,Orange Star,K0,492.6108,1606.679681,7.91,-0.553,144.943919,1.241,Cet,Cetus,2.070736,-5.710941,419.884887,252.901486,-49.019582,52.07997,169.861946,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
495,HIP 9666,HIP,9644,9666,,,,,,Orange Star,K0,980.3922,3197.607984,8.6,-1.357,303.948497,1.369,Tri,Triangulum,2.072052,28.584111,737.30757,444.435058,469.067044,70.746072,230.742558,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
496,HIP 9696,HIP,9674,9696,,,,,,Orange Star,K5,884.9558,2886.336439,9.12,-0.615,153.461698,1.363,And,Andromeda,2.078635,40.705347,573.955132,347.319281,577.140876,45.04003,146.900759,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
497,HIP 12188,HIP,12156,12188,16757,,,,,Orange Giant,K2IIICN...,480.7692,1568.057592,8.59,0.18,73.790423,1.308,Hyi,Hydrus,2.616531,-71.146071,120.315825,98.295417,-454.973776,59.668829,194.613467,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
498,HIP 12504,HIP,12471,12504,16839,,,,,Yellow Subgiant,G5IV/V,606.0606,1976.703011,9.66,0.747,43.772364,0.756,For,Fornax,2.681382,-38.651215,361.402244,305.63269,-378.53207,45.900371,149.706813,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
499,HIP 9737,HIP,9714,9737,12835,,,,,Orange Giant,K4III,602.4096,1964.795055,7.34,-1.559,366.100229,1.483,For,Fornax,2.087858,-28.558204,452.021769,275.026677,-287.982688,77.033986,251.250968,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
500,HIP 9736,HIP,9715,9736,,,,,,White Star,A2,578.0347,1885.294856,8.91,0.1,79.432823,0.19,And,Andromeda,2.087858,44.140616,354.376525,215.615724,402.555899,73.942912,241.169243,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
501,HIP 9758,HIP,9736,9758,,,,,,White Star,A5,826.4463,2695.504194,9.7,0.114,78.415154,0.394,Ari,Aries,2.091511,15.929643,678.523026,413.728128,226.823777,70.940371,231.376276,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
502,HIP 9760,HIP,9738,9760,12874,,,,,Yellow Giant,G8III,740.7407,2415.970237,9.4,0.052,83.023302,1.108,For,Fornax,2.091652,-30.59229,544.402056,331.975662,-376.981891,68.569391,223.643184,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
503,HIP 9761,HIP,9739,9761,12988,,,,,Orange Giant,K0III,574.7126,1874.459628,9.21,0.413,59.538789,1.074,Eri,Eridanus,2.091676,-54.255134,286.641558,174.796557,-466.451877,47.109102,153.649164,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
504,HIP 9793,HIP,9771,9793,13219,,,,,Orange Giant,K2III,719.4245,2346.446172,9.28,-0.005,87.498378,1.181,Hyi,Hydrus,2.09897,-69.718809,212.659901,130.2398,-674.822178,75.364326,245.805272,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
505,HIP 9796,HIP,9774,9796,,,,,,Red Star,M0,694.4444,2264.972077,9.1,-0.108,96.205522,1.832,Ari,Aries,2.099633,22.158063,548.414218,335.996194,261.918742,86.591128,282.422159,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
506,HIP 11471,HIP,11444,11471,15412,,,,,Red Giant,M2III,546.4481,1782.273265,7.61,-1.078,235.071512,1.581,For,Fornax,2.466466,-30.441121,376.268343,283.507571,-276.859382,70.782576,230.861617,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
507,HIP 9887,HIP,9864,9887,13019,,,,,Orange Giant,K1III:,714.2857,2329.685668,8.27,-0.999,218.574755,1.094,Cet,Cetus,2.120091,-11.682313,594.482294,368.614173,-144.63214,83.958752,273.836507,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
508,HIP 9922,HIP,9899,9922,,,,,,Orange Giant,K0III,704.2254,2296.873396,8.33,-0.909,201.18704,1.099,Tri,Triangulum,2.128667,29.633118,519.502397,323.739463,348.200278,51.691011,168.593334,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
509,HIP 9978,HIP,9955,9978,13015,,,,,Orange Star,K0,787.4016,2568.157562,8.91,-0.571,147.366918,0.874,And,Andromeda,2.14159,42.516441,491.524724,308.61819,532.127371,80.517546,262.612806,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
510,HIP 9987,HIP,9964,9987,13280,,,,,Orange Giant,K1/K2II,694.4444,2264.972077,8.81,-0.398,125.660852,1.216,Phe,Phoenix,2.144059,-43.26734,428.077619,269.166867,-475.974552,59.122524,192.831659,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
511,HIP 10009,HIP,9986,10009,13177,,,,,Orange Star,K0,657.8947,2145.763038,8.86,-0.231,107.745713,1.111,Cet,Cetus,2.148653,7.284486,552.031777,348.034076,83.418434,67.582769,220.425257,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
512,HIP 14724,HIP,14688,14724,19277,,,,,White Star,A2,456.621,1489.296789,8.94,0.642,48.216979,0.366,Cas,Cassiopeia,3.16976,68.362923,113.64714,124.226183,424.446604,47.842468,156.041078,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
513,HIP 10039,HIP,10016,10039,13300,,,,,Red Giant,M1III,806.4516,2630.29028,7.77,-1.763,441.773845,1.678,For,Fornax,2.153456,-31.809141,579.271105,366.226068,-425.073684,68.569391,223.643184,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
514,HIP 11272,HIP,11245,11272,14901,,,,,Red Star,M...,529.1005,1725.693027,7.16,-1.458,333.579997,1.513,Tri,Triangulum,2.419452,33.866753,354.106623,260.039027,294.848339,68.020587,221.853226,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
515,HIP 14154,HIP,14120,14154,18565,,,,,White Star,A0,420.1681,1370.403468,8.3,0.183,73.586814,0.271,Cas,Cassiopeia,3.041215,64.382798,127.061244,129.833237,378.866735,47.842468,156.041078,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
516,HIP 10127,HIP,10104,10127,13570,,,,,Red Giant,M0III,763.3588,2489.740528,7.82,-1.594,378.094187,1.633,Hyi,Hydrus,2.170964,-61.096976,310.948627,198.58843,-668.274079,66.590667,217.189455,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
517,HIP 12666,HIP,12633,12666,16988,,,,,Orange Giant,K0III,502.5126,1638.974996,8.38,-0.126,97.81377,0.994,For,Fornax,2.712384,-25.318996,344.449701,296.124768,-214.903322,70.782576,230.861617,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
518,HIP 10152,HIP,10129,10152,13461,,,,,Orange Giant,K0III,900.9009,2938.342339,7.8,-1.973,536.043458,1.164,For,Fornax,2.176481,-35.510155,617.482243,395.613557,-523.285797,50.142144,163.54161,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
519,HIP 15408,HIP,15370,15408,,,,,,Red Star,M0,613.4969,2000.956949,8.23,-0.709,167.340091,1.787,Cas,Cassiopeia,3.311013,77.323201,87.141252,102.627186,598.541986,59.592351,194.364029,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
520,HIP 11073,HIP,11047,11073,14803,,,,,Orange Giant,K2/K3III,694.4444,2264.972077,8.74,-0.468,134.029377,1.297,For,Fornax,2.375696,-25.569736,509.12577,364.974913,-299.728691,81.832831,266.902687,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
521,HIP 10840,HIP,10814,10840,14602,,,,,Yellow Giant,G8III,813.0081,2651.674699,9.31,-0.24,108.642562,1.051,Hor,Horologium,2.325376,-56.93152,363.913823,253.686962,-681.316244,51.974159,169.516838,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
522,HIP 10248,HIP,10225,10248,13927,,,,,Red Giant,M6III:,943.3962,3076.94331,9.34,-0.533,142.298394,1.255,Hyi,Hydrus,2.196922,-71.48406,251.3913,162.967225,-894.561618,98.640524,321.721987,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
523,HIP 12079,HIP,12048,12079,16113,,,,,Orange Star,K5,490.1961,1598.803992,8.16,-0.292,113.97248,1.48,Ari,Aries,2.595138,13.8173,370.310975,299.09224,117.0719,66.184509,215.864747,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
524,HIP 10342,HIP,10318,10342,,,,,,Orange Star,K2,847.4576,2764.03381,9.15,-0.491,136.898913,1.115,Cet,Cetus,2.220691,2.594571,707.501104,464.924566,38.362996,132.26376,431.386188,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
525,HIP 10347,HIP,10323,10347,13778,,,,,Red Giant,M0III,671.1409,2188.966314,7.41,-1.724,426.186805,1.503,For,Fornax,2.221622,-36.061121,453.335122,298.061166,-395.065712,48.665036,158.723934,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
526,HIP 12026,HIP,11995,12026,16132,,,,,Yellow Subgiant,G8/K0III/IV,490.1961,1598.803992,8.33,-0.122,97.454074,1.0,Cet,Cetus,2.584756,-15.58318,368.133564,295.683952,-131.684836,72.107879,235.184172,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
527,HIP 10407,HIP,10383,10407,,,,,,Orange Star,K0,602.4096,1964.795055,9.66,0.761,43.211565,0.989,Cet,Cetus,2.234793,2.470576,501.746913,332.374852,25.967658,32.997641,107.623787,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
528,HIP 12823,HIP,12790,12823,19014,,,,,Orange Giant,K2III,595.2381,1941.404777,8.2,-0.673,161.882536,1.71,Oct,Octans,2.747731,-85.158981,37.786781,33.09837,-593.114831,39.566033,129.04699,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
529,HIP 10662,HIP,10637,10662,,,,,,Orange Star,K0,446.4286,1456.053665,8.52,0.271,67.857835,1.098,Cet,Cetus,2.286939,4.503436,367.637435,250.82363,35.05307,57.458487,187.404301,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
530,HIP 10465,HIP,10441,10465,13802,,,,,Orange Star,K2,781.25,2548.09375,8.8,-0.664,160.546189,1.358,Ari,Aries,2.24835,21.005873,606.591557,404.932583,280.049725,67.165881,219.06555,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
531,HIP 11174,HIP,11147,11174,14662,690,,,,Yellow-White Giant,F7Ib,934.5794,3048.186788,6.29,-3.563,2318.462095,0.845,Per,Perseus,2.397707,55.364861,429.910192,311.953868,768.960488,62.165813,202.757528,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
532,HIP 10515,HIP,10491,10515,13835,,,,,Orange Star,K0,581.3953,1896.255655,8.54,-0.282,112.927574,1.396,Tri,Triangulum,2.258212,28.815786,422.943704,283.919028,280.229447,70.591198,230.237427,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
533,HIP 10569,HIP,10545,10569,,,,,,Orange Star,K5,671.1409,2188.966314,8.22,-0.914,202.115677,1.529,Tri,Triangulum,2.267331,35.156158,454.852169,306.916776,386.447544,52.796026,172.197407,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
534,HIP 14072,HIP,14038,14072,18862,,,,,Yellow Subgiant,G8III/IV,302.1148,985.365547,9.26,1.859,15.718098,0.903,For,Fornax,3.022216,-24.012905,194.000554,196.27042,-122.943319,72.2143,235.531273,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
535,HIP 14390,HIP,14354,14390,19219,,,,,Orange Star,K2,300.3003,979.447446,7.68,0.292,66.55796,1.339,Cet,Cetus,3.094022,6.117436,205.87467,216.267804,32.001999,72.329894,235.908289,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
536,HIP 10607,HIP,10583,10607,13975,,,,,Yellow Star,G5,869.5652,2836.139074,8.73,-0.967,212.22669,1.014,Ari,Aries,2.276119,24.606081,654.342441,443.71945,362.067199,70.98533,231.522914,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
537,HIP 10630,HIP,10606,10630,14109,,,,,Orange Star,K0,735.2941,2398.205825,8.77,-0.562,146.150397,1.235,Cet,Cetus,2.280506,-2.904364,607.311582,412.846218,-37.256619,46.768677,152.538845,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
538,HIP 10636,HIP,10612,10636,13892,,,,,White Star,A0,826.4463,2695.504194,8.91,-0.676,162.330453,0.2,Per,Perseus,2.282034,53.466449,406.758142,276.749328,664.056556,69.993162,228.286898,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
539,HIP 13393,HIP,13359,13393,17756,,,,,Orange Star,K0,409.8361,1336.70503,6.84,-1.223,268.658138,1.147,Per,Perseus,2.872911,42.020962,222.333505,208.009869,274.345286,66.344339,216.386043,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
540,HIP 11088,HIP,11062,11088,14788,,,,,White Subgiant,A1/A2IV,581.3953,1896.255655,7.69,-1.132,247.058614,0.028,Cet,Cetus,2.37932,-14.901225,456.3222,327.777598,-149.507855,49.216406,160.522261,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
541,HIP 14322,HIP,14286,14322,19253,,,,,White Main Sequence,A7V,374.5318,1221.557938,10.0,2.133,12.212371,0.151,For,Fornax,3.078706,-34.18014,214.529994,223.558231,-210.410714,47.316724,154.326333,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
542,HIP 12873,HIP,12840,12873,16997,,,,,White Star,A0,473.9336,1545.762872,8.98,0.601,50.072584,0.168,Per,Perseus,2.757993,51.585839,220.990922,194.623474,371.345893,51.894468,169.256922,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
543,HIP 10821,HIP,10795,10821,14387,,,,,Yellow Star,G5,925.9259,3019.962878,8.69,-1.143,249.574379,1.044,Cet,Cetus,2.321914,-4.127191,758.087444,527.44797,-66.639615,73.676442,240.300135,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
544,HIP 11276,HIP,11248,11276,15032,,,,,Orange Star,K5,456.621,1489.296789,8.2,-0.098,95.323504,1.407,Cet,Cetus,2.420314,-3.217503,367.401526,269.929684,-25.628545,59.929987,195.465248,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
545,HIP 10860,HIP,10834,10860,14483,,,,,Orange Giant,K5/M0III:,775.1938,2528.34109,8.72,-0.727,170.137482,1.543,For,Fornax,2.329713,-23.863458,581.101839,406.07156,-313.611173,75.259594,245.463683,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
546,HIP 10867,HIP,10841,10867,14183,,,,,White Main Sequence,A1V,943.3962,3076.94331,8.18,-1.693,414.190373,0.182,Cas,Cassiopeia,2.331242,59.527765,392.045303,274.193733,813.089674,46.535591,151.778621,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
547,HIP 14688,HIP,14652,14688,19841,,,,,Yellow-White Giant,F3/F5III,398.4064,1299.426378,9.69,1.688,18.399245,0.476,Hor,Horologium,3.162323,-46.868738,184.245051,200.609718,-290.75275,66.312955,216.28368,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
548,HIP 15055,HIP,15018,15055,20399,,,,,Orange Giant,K1III,323.6246,1055.52105,7.89,0.34,63.679552,1.087,Hor,Horologium,3.233591,-59.11161,110.078005,124.437818,-277.724583,75.857315,247.413183,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
549,HIP 10914,HIP,10888,10914,14589,,,,,Yellow Subgiant,G8/K0III/IV,862.069,2811.689768,8.71,-0.968,212.422248,1.05,For,Fornax,2.341799,-35.110909,576.773753,405.769786,-495.828477,50.142144,163.54161,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
550,HIP 12987,HIP,12954,12987,17814,,,,,Orange Giant,K2III,568.1818,1853.159032,8.65,-0.122,97.454074,1.294,Hyi,Hydrus,2.783571,-71.646998,133.464913,119.13717,-539.281012,49.217019,160.52426,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
551,HIP 10932,HIP,10906,10932,,,,,,Yellow-White Star,F8,990.099,3229.267294,10.67,0.692,46.046858,0.5,Cet,Cetus,2.346591,-23.711432,740.766165,522.531262,-398.148967,56.467553,184.172313,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
552,HIP 10956,HIP,10929,10956,13714,,,,,White Star,A0,724.6377,2363.449337,7.74,-1.561,366.775232,0.068,Cep,Cepheus,2.351883,80.726632,95.327237,67.441625,715.167212,82.113979,267.819669,HYG Stellar Database v4.1,https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
